Date	Spintronic synapses/neurons (MTJ-based)	Co-design of learning rules with device physics	Hybrid CMOS + spintronic integration	Low-power continual learning	Stochastic and probaility MTJ operation	Nonvolatile synaptic weight state engineering	Multilevel and analog-like MTJ synapse operation	Energy barrier and Anisotropy engineering	Switching mechanism engineering	Geometry and materials structure engineering	Endurance and reliability properties	Resistive Switching Physics	Hebbian/Spike-Timing-Dependent Plasticity (STDP)	Physical Reservoir Computing (PRC) 	Stochastic Computing (SC) (in low power)	Physics-Informed Neuromorphic Learning (PINL)	Stability-Plasticity	Hardware-Algorithm Synergy (in BCI data)	Stability-Plasticity Balancing	Synaptic-Plasticity Modelling (in Spiking Neural Network)	CMOS-spintronic circuit integration	CMOS-compatible fabrication process integration 	MRAM (or MTJ) array architecture 	MRAM (or MTJ) PIM (process-in-memory) architecture	Spintronic neuromorphic architecture	Parameter-Efficient Fine-Tuning (PEFT)	Dynamic Neural Architectures 	Knowledge Distillation (in AI/ML)	Feature Buffering (in AI/ML)	Dynamic Pruning (in AI/ML)	Stability-Plasticity theory (in neuroscience and AI)	Hyperdimensional Computing (HDC) (in energy efficiency) 	Developmental Principles (in AI and energy efficiency) 	Aux_GenAI_LLM_Volume	Aux_Pure_Material_Spintronics	Aux_Application_Demand_BCI_TinyML	Aux_Pure_Algorithmic_Plasticity
2013-04	1.57868503	0	1.985638791	1.709984307	0.347530649	0	0	0.014411758	0.058576734	0.048577444	0.236601294	0.072866167	0.048577444	0.026741646	0	0.200062349	0	0	0.009063289	0	0.889275637	1.021860742	1.555997223	1.965445295	0.139603922	0	0.025923326	0	0	0	0	0.095714731	0	18.27025382	87.94154083	363.5993035	36.60734124
2013-05	1.341826092	0	2.374966375	2.264771731	0.290712921	0	0	0.005143697	0.039092309	0.029607175	0.228015204	0.044410762	0.029607175	0.016413955	0	0.160788929	0	0	0.00844595	0	0.708027482	1.272191322	2.040859759	2.586496091	0.129860163	0	0.028404356	0	0	0	0	0.386850162	0	17.94046824	85.28414191	358.5628023	35.10489765
2013-06	1.101816527	0	3.177861873	2.078784977	0.233762707	0	0	-0.003300432	0.020774481	0.011941788	0.21572742	0.017912682	0.011941788	0.006790753	0	0.122227072	0	0	0.007721426	0	0.930743592	1.152045018	1.876418847	3.033711885	0.118493577	0	0.030069195	0	0	0	0	0.401135046	0	16.58485186	81.90680005	357.6186952	33.89060046
2013-07	1.163771587	0	3.316910584	1.9698212	0.17783226	0	0	-0.01083414	0.003872947	-0.004195895	0.200353865	-0.006293843	-0.004195895	-0.002005944	0	0.085076859	0	0	0.006914927	0	0.89257322	1.320872444	1.79089365	3.175531862	0.105893778	0	0.030966167	0	0	0	0	0.405968742	0	16.63310008	78.80905637	354.1966249	33.71992099
2013-08	1.15625571	0	3.515716212	2.352357376	0.223938213	0	0.3	0.382602206	0.388584106	0.081364108	0.382510588	-0.027953838	-0.018635892	-0.009882852	0	0.049940131	0	0	0.006050778	0	0.960368421	1.506399679	1.598103099	3.079659204	0.092436083	0	0.031154118	0	0	0	0	0.402199692	0	15.74386148	78.68490594	352.4928291	32.29191104
2013-09	0.966366306	0	3.484326953	2.369592787	0.180954806	0	0.324	0.409042873	0.407052468	0.076740828	0.378801428	-0.046888758	-0.031259172	-0.016774412	0	0.017318272	0	0	0.005152029	0	0.842176733	1.903246196	1.592629541	2.931780628	0.078475436	0	0.030700192	0	0	0	0	0.390763554	0	15.6286695	75.51947243	343.6095563	31.58086386
2013-10	1.176138517	0	3.806390081	2.577712801	0.138650644	0	0.33912	0.424658616	0.415532944	0.07104506	0.367887154	-0.06299241	-0.04199494	-0.022641328	0	-0.012387766	0	0	0.004240114	0	0.718960679	1.822343138	1.795850748	2.740054296	0.064341345	0	0.029677655	0	0	0	0	0.472655759	0	15.97242334	78.60019282	358.4424197	34.26930413
2013-11	1.021410736	0	3.920119094	2.793466558	0.097803885	0	0.3459456	0.430219613	0.414854714	0.064497967	0.450706566	-0.076225849	-0.050817233	-0.027468725	0	-0.038875444	0	0	0.003334589	0	0.593687017	1.713083523	1.622832819	2.512699512	0.050333836	0	0.028163818	0	0	0	0	0.456905628	0	16.80235332	78.28083731	373.1031483	33.42351429
2013-12	1.361727519	0	4.304072824	3.011775608	0.159085724	0.1	0.545169728	0.426620117	0.405947212	0.057315625	0.436229904	-0.086611427	0.042259049	-0.031264009	0	-0.061936847	0	0	0.002452924	0	0.469066981	1.680488199	1.534660027	2.957826217	0.236720402	0	0.026238089	0	0	0	0	0.433592397	0	16.63324324	77.30780061	374.9757411	33.03383314
2014-01	1.340778072	0	5.183549725	3.32801824	0.131057665	0.108	0.753568049	0.514848169	0.489811516	0.049705204	1.114476311	-0.094226219	0.045182521	-0.034054484	0	-0.081453371	0	0	0.001610367	0	1.247527609	1.937542644	2.144611314	3.439283726	0.339733902	0	0.22398017	0	0	0	0	0.503938642	0	15.6483793	70.40591157	352.4615598	30.06244345
2014-02	1.715108009	0	4.991407941	3.146076245	0.103211259	0.11304	0.766055176	0.603956452	0.47549316	0.041861721	1.142608551	-0.099195007	0.046909995	-0.035884822	0	-0.097389176	0	0	0.000819859	0	1.303191622	1.810140791	2.010675245	3.24380981	0.345651375	0	0.23746844	0	0	0	0	0.477171489	0	15.18903417	68.1060932	344.0895654	28.20694385
2014-03	1.617702793	0	4.818652177	2.919406924	0.076085268	0.1153152	0.761972488	0.592074778	0.453096776	0.033965352	1.145075396	-0.101683016	0.047526523	-0.036814429	0	0.090216383	0	0	9.20E-05	0	1.347225401	1.759276307	1.949919279	3.003007089	0.344064073	0	0.244858515	0	0	0	0	0.443537622	0	14.53184287	62.4941348	319.4329792	26.65285534
2014-04	1.597684042	0	4.786798946	2.957016397	0.05015017	0.115056576	0.743058618	0.569539775	0.423878095	0.026179313	1.124394048	-0.101888564	0.047130867	-0.036914787	0	0.097257058	0	0	-0.000564905	0	1.779911294	2.098312746	1.876240524	2.926224499	0.33575422	0	0.246612411	0	0	0	0	0.404396389	0	14.26973384	62.51348955	315.733392	25.86111858
2014-05	1.467713485	0	4.722395058	2.991724595	0.025805579	0.112522683	0.711174963	0.537867478	0.38910372	0.018648291	1.083292954	-0.100035786	0.045832159	-0.036266814	0	0.101648525	0	0	-0.001144826	0	1.733730372	2.161479286	1.792404833	2.838595678	0.321560267	0	0.24325867	0	0	0	0	0.361081352	0	14.74844104	64.24063903	322.6490957	25.81133311
2014-06	2.221385714	0	5.129983659	3.523127481	0.003379336	0.107991725	0.668256174	0.79860506	0.550024708	0.111497406	1.424636111	-0.09636757	0.043746679	-0.034958302	0.2	0.203567874	0	0	-0.001643858	0	1.657492935	2.415099586	1.901104615	2.942957825	0.302354505	0	0.23537513	0	0	0	0	0.414876191	0	14.8243087	62.41026078	327.8002471	25.75029954
2014-07	2.135263006	0.1	5.654213726	4.290927529	-0.01687187	0.201754029	0.616264141	0.777296784	0.623853103	0.112831661	1.483352229	-0.091138824	0.040994813	-0.033081475	0.216	0.211223931	0	0	-0.002060109	0	1.555729383	2.675055865	1.920912327	3.258024601	0.279022228	0	0.22357244	0	0	0	0	0.374994023	0	14.53610342	68.69471515	339.8602784	27.74036333
2014-08	3.715047309	0.108	5.992936512	4.696129021	-0.034760518	0.202105022	0.557146028	0.742573399	0.597821597	0.111775858	1.426529692	-0.084610176	0.037698238	-0.030730701	0.22608	0.213889904	0	0	-0.002393533	0	1.433027598	2.635515398	1.940321021	2.996424207	0.252442735	0	0.208478571	0	0	0	0	0.331600191	0	14.84599659	71.95682977	346.857101	28.81661347
2014-09	3.702552235	0.11304	5.617928289	4.486887784	-0.05016509	0.198378815	0.492796806	0.696470884	0.562436809	0.108590117	1.346858814	-0.07704219	0.033977355	-0.02800039	0.2306304	0.212011482	0	0	-0.002645744	0	1.49393544	2.96721867	1.758982425	2.701055369	0.223472336	0	0.190724518	0	0	0	0	0.285913738	0	14.00798052	70.77359633	327.9770994	28.30890633
2014-10	3.817255624	0.1153152	5.368062323	4.408832915	-0.063025904	0.191057653	0.42502657	0.641049204	0.519341764	0.103551149	1.248217847	-0.068690158	0.029949014	-0.024983103	0.230113152	0.206080672	0	0	-0.002819819	0	1.358873789	3.006407242	1.66059804	3.281202307	0.192929531	0	0.170931379	0	0	0	0	0.439077656	0	12.91360645	67.47321431	311.0255559	26.64579178
2014-11	3.984143562	0.115056576	4.875821706	4.090406874	-0.073340118	0.180647453	0.355532826	0.578348707	0.470169388	0.096945054	1.134476621	-0.059799527	0.025724526	-0.021767882	0.225045366	0.196621329	0	0	-0.00292009	0	1.410140827	3.221548811	1.458840133	3.017710505	0.161582415	0	0.149698927	0	0.1	0	0	0.408143629	0	13.37039765	68.35340621	315.0086556	26.15607285
2014-12	3.814659834	0.112522683	5.135288718	3.9220153	0.018843891	0.167665325	0.2858778	0.510351286	0.416510862	0.089060668	1.109419984	-0.050601968	0.021407997	-0.018438826	0.215983451	0.184175495	0	0	-0.002951933	0	1.468078345	3.530745247	1.648081214	3.220213673	0.130138363	0	0.127595742	0	0.108	0	0	0.372140132	0	13.83410178	75.3785108	313.8332723	26.89220435
2015-01	4.285831283	0.107991725	6.326103253	3.932022578	0.021432622	0.152628103	0.317470721	0.538946581	0.359887971	0.080183507	0.984680612	-0.041312125	0.017094961	-0.015073899	0.203508058	0.169290733	0	0	-0.002921552	0	1.430860544	3.738407135	1.865436562	3.638062251	0.199235949	0	0.10515096	0	0.11304	0	0	0.332294182	0	12.57475346	71.6935347	289.3587618	25.05687862
2015-02	4.364168961	0.101754029	6.011314271	3.542388676	0.023333827	0.236042041	0.259554935	0.473903415	0.40172961	0.070590392	0.852721564	-0.032125024	0.012871329	-0.011743987	0.188210044	0.152508634	0	0	-0.002835778	0	1.788747313	3.730534691	2.103747645	3.381364726	0.177439057	0	0.082847637	0	0.1153152	0	0	0.289786943	0	12.62984491	71.18318553	278.6445272	24.60394788
2015-03	5.107389492	0.094105022	5.627777901	3.22087039	0.024578236	0.226393744	0.202239629	0.705886498	0.551352493	0.06054478	0.71690399	-0.023214133	0.008812633	-0.008512186	0.47067763	0.134354571	0	0	-0.002701867	0	1.675070458	3.788838798	2.056152666	3.08270966	0.154273073	0	0.061117693	0	0.115056576	0	0.1	0.34573469	0	12.14683031	72.58020756	271.8688255	23.40423127
2015-04	5.37414018	0.085338815	5.09003961	2.887086526	0.025206638	0.213182402	0.146611061	0.660553542	0.514986038	0.050292834	0.680330094	-0.014730049	0.004983555	-0.005433321	0.475484905	0.115328824	0	0	-0.002527309	0	1.639259879	3.525535718	2.292194132	2.752265906	0.130338226	0	0.040338391	0	0.112522683	0	0.108	0.309172968	0	12.06918056	72.96592324	271.4733174	22.69640168
2015-05	6.806732996	0.375742453	5.304274356	3.148939317	0.225268068	0.497028547	0.193613129	0.706542811	0.771956507	0.040060226	0.553806985	0.093200229	0.001437713	-0.002553677	0.770301754	0.095899074	0	0	-0.00231966	0.1	1.494245161	4.518052232	3.338787568	3.19982121	0.306190099	0	0.02083025	0	0.107991725	0	0.11304	0.370083959	0	12.23791218	74.71374888	265.0278938	22.64542703
2015-06	7.89993187	0.389590877	6.25100014	4.761628043	0.240817993	0.502549506	0.152042727	0.653802297	0.9477908	0.030049675	0.628860048	0.108473473	-0.001782299	8.91E-05	1.080230884	0.076494319	0	0	-0.002086384	0.108	1.833847012	4.98095605	3.65394591	3.098624559	0.298332983	0	0.002856319	0	0.201754029	0	0.1153152	0.637502171	0	12.16501239	74.43251698	264.2864547	22.4066413
2015-07	8.985812219	0.494262642	6.678033343	5.017815336	0.249996566	0.497467379	0.111588511	0.593259788	0.927085847	0.120439185	0.523830603	0.120049924	0.095355337	0.002465773	1.097562483	0.057500152	0	0	-0.001834707	0.11304	1.802811737	5.637950365	3.944509499	3.085575082	0.385294919	0	-0.013377346	0	0.302105022	0	0.115056576	0.725428519	0	11.71610234	76.51075794	261.9134304	21.74360131
2015-08	9.04338829	0.498581977	6.608802559	5.548027592	0.253257351	0.482944117	0.072947946	0.526906335	0.889909672	0.11938096	0.418827491	0.128067732	0.100872102	0.004555485	1.091209672	0.039255399	0	0	-0.001571504	0.1153152	1.658823755	5.696486241	4.30712654	3.072119051	0.375854763	0	-0.027720097	0	0.306378815	0	0.112522683	0.810053662	0	11.55776124	78.77095963	268.2794399	24.9119933
2015-09	8.674338987	0.49249774	6.094318802	5.374258071	0.251126909	0.460214299	0.036712479	0.5566501	0.838652922	0.116040938	0.31594814	0.132722404	0.103819748	0.006345116	1.063667949	0.022050013	0	0	-0.001303191	0.115056576	2.296058096	5.795238805	4.347339345	2.758566243	0.359841527	0	-0.040074171	0	0.304097653	0	0.107991725	0.790015217	0	12.12409903	81.46972197	281.7832597	26.32530622
2015-10	8.268707835	0.477171971	6.309397044	5.230380341	0.444186974	0.430553176	0.003366309	0.492286486	0.775748788	0.1107141	0.217037761	0.13425716	0.104396235	0.007828881	1.017607039	0.006124166	0	0	-0.001035645	0.112522683	2.183647841	5.548211336	4.336584083	2.72119739	0.338232785	0	-0.050391354	0	0.295962653	0	0.101754029	0.756180313	0	12.17132106	97.88921363	293.6010323	28.61078173
2015-11	7.658265641	0.45383534	6.336779522	5.536282777	0.449057293	0.395247103	-0.02671257	0.424513505	0.703620092	0.103705664	0.123677666	0.132953298	0.102827149	0.109007692	0.955800079	-0.00833158	0	0	-0.000774142	0.107991725	2.238805654	5.234922387	4.180172666	2.493141475	0.31202026	0	-0.058668992	0	0.282721901	0	0.094105022	0.710605292	0	13.13039446	106.8689719	309.825007	30.69549405
2015-12	7.055702354	0.423755665	5.754688161	5.640869314	0.444459434	0.355566695	-0.05324931	0.555027551	0.624631863	0.095323958	0.037180026	0.129120756	0.099358428	0.117888468	0.881057814	-0.02117512	0	0	-0.000523305	0.101754029	2.183671574	4.868263886	4.275798937	2.158028321	0.282188584	0	-0.064945487	0	0.265150786	0	0.085338815	0.655375668	0	13.27095263	108.0733748	306.0100841	31.79782526
2016-01	7.492281348	0.388208844	5.215712174	5.52217981	0.431432172	0.312742993	-0.07606739	0.501389641	0.64104982	0.185873944	-0.04141145	0.123089053	0.094249411	0.123523397	0.796168619	-0.032310803	0	0	-0.000287086	0.094105022	3.31037747	5.360905957	4.056346602	1.813265917	0.249696303	0	-0.069295422	0	0.244033766	0	0.075742453	0.592561493	0	13.09203594	106.51587	296.5764518	30.99396684
2016-02	7.575356816	0.348452528	4.546319541	5.364915661	0.411078993	0.267946802	0.204917686	0.44308773	0.763004985	0.183651452	-0.11131555	0.11519874	0.087766307	0.226124366	0.703844971	0.058313298	0	0	-6.87E-05	0.085338815	3.218205226	4.897065702	3.697712569	1.466714435	0.315459324	0	-0.071824455	0	0.220147773	0	0.065590877	0.524177505	0	13.06917019	105.7237982	294.8146536	30.63061493
2016-03	7.058617601	0.305702794	3.952939781	5.076079614	0.384539552	0.222271294	0.213705901	0.381754255	0.697504534	0.17797818	-0.172002929	0.105793483	0.080176187	0.23394275	0.606676789	0.058708723	0	0	0.000129132	0.075742453	3.070886103	4.681668158	3.300987687	1.125483812	0.288336856	0	-0.072664096	0	0.194247424	0	0.055142642	0.552148366	0	13.62720762	109.8764577	310.4127423	31.21098591
2016-04	6.292379956	0.261113977	3.559839201	4.954605579	0.352963265	0.176717911	0.217341176	0.418919043	0.624604037	0.169312672	0.076818489	0.095212882	0.071741556	0.336300441	0.507091889	0.057890431	0	0	0.000304641	0.065590877	2.87688117	4.554177005	3.27791554	0.795866575	0.258159898	0	-0.07196649	0	0.167052162	0	0.044636377	0.486279174	0	14.11689715	111.6163221	319.4627672	30.44910007
2016-05	9.676918476	0.215761762	4.294851896	5.326186836	0.31748534	0.232185508	0.316266101	0.363988971	0.84650151	0.258127461	0.059221395	0.083786083	0.062715557	0.341696354	0.407323641	0.155996159	0	0	0.000456506	0.055142642	2.844739107	4.728351428	3.271592297	0.483293731	0.625837438	0	-0.069899316	0	0.139235382	0	0.034288012	0.417271318	0	13.91527979	112.1898736	334.6985343	30.23442082
2016-06	9.269464774	0.170629533	4.350466283	5.234086231	0.579205501	0.197462635	0.31897321	0.307272127	0.789279204	0.252898222	0.042199583	0.071826243	0.053337846	0.339718748	0.309385745	0.161171392	0	0	0.000584055	0.044636377	2.598916468	4.43054138	2.880469532	0.192312296	0.624230476	0	-0.066640872	0	0.111415573	0	0.024288722	0.34681882	0	15.45551856	115.2422724	349.416754	30.85652107
2016-07	10.93736715	0.326597937	4.433509905	5.526513961	0.963169536	0.262262797	0.315030145	0.250081525	1.221993545	0.243133943	0.12603596	0.259625862	0.24383115	0.331144528	0.215053924	0.162605673	0	0	0.000687168	0.034288012	2.325697763	3.913901509	2.670849653	0.626582759	1.5102996	0	-0.062375456	0	0.084149433	0	0.014803587	0.276475196	0	16.99262309	118.744586	373.2948166	32.39928088
2016-08	11.07973194	0.300437542	4.939578967	5.539168639	0.969473777	0.335337687	0.605180783	0.293608352	1.386996582	0.329483412	0.118967981	0.263453001	0.2503985	0.31680484	0.125854206	0.160644413	0	0	0.000766226	0.024288722	2.233286974	3.570647595	2.468774769	0.74489452	1.557555819	0	-0.057289072	0	0.057926919	0	0.005970894	0.207636431	0	16.9761647	118.6017764	377.0791767	33.01977909
2016-09	11.52626561	0.270884435	5.196249544	5.339774477	1.255758118	0.314398334	0.914212742	0.24691033	1.647759383	0.320608267	0.110227439	0.261628367	0.351301145	0.297563023	0.043057376	0.155666391	0	0	0.000822054	0.014803587	2.245451524	3.13030612	2.077531878	1.296477215	1.568935301	0	-0.051565545	0	0.033168117	0	-0.002097948	0.141528813	0	17.14182886	119.1812123	381.2035172	34.6978319
2016-10	12.41762061	0.23886895	6.063328072	5.313524241	1.348298863	0.289264949	0.93405725	0.299943903	1.709490716	0.30620847	0.200156403	0.254753629	0.355087503	0.374294128	-0.032320918	0.248072843	0	0	0.000855858	0.005970894	2.471490589	3.691392671	2.083862639	1.206972096	1.847798128	0	-0.04538306	0	0.010221834	0	-0.009317946	0.079201381	0	18.02809002	120.3390804	396.7713533	34.61412278
2016-11	12.99148769	0.205277635	6.582432186	5.383628544	1.324619556	0.260859604	0.933236162	0.261675241	1.750859101	0.287124484	0.197089343	0.243471292	0.351393475	0.35586624	0.200485035	0.246277193	0	0	0.000869164	-0.002097948	2.525495935	3.542542713	2.12788307	1.902278047	1.821818709	0	-0.038911162	0	-0.010634258	0	-0.015629586	0.021522665	0	18.50516327	118.27438	405.9069787	34.58650213
2016-12	13.10813831	0.170939898	6.597977245	5.659049846	1.276815789	0.230077602	0.91383246	0.32199994	1.773073466	0.264206407	0.190387202	0.228447763	0.44104098	0.332163816	0.166000693	0.239735564	0	0	0.000863756	-0.009317946	3.183590828	3.397726896	2.404943797	1.850007842	1.762000859	0	-0.032308231	0	-0.029192056	0	-0.02099747	0.269181367	0	17.52442593	113.9506621	399.150902	34.0499135
2017-01	14.33096111	0.136617137	6.360008253	5.653748021	1.208256082	0.297772247	0.878092479	0.389852171	1.677604925	0.238296009	0.280547531	0.210357631	0.432902915	0.304188357	0.13164477	0.229053387	0	0	0.000841614	-0.015629586	3.092204416	3.659438124	2.426199576	1.765964501	1.872924776	0	-0.025719428	0	-0.045310232	0	-0.025408616	0.346690571	0	16.9712738	110.2203027	396.767415	33.28598546
2017-02	13.4648824	0.10299431	6.358635995	5.135901418	1.122387225	0.272741983	0.828364646	0.463122135	1.65813114	0.210210731	0.276080876	0.18986936	0.416920599	0.272926678	0.098091545	0.214858359	0	0	0.200804854	-0.02099747	3.168112556	3.461789466	2.356805785	1.655006204	1.775297806	0	-0.019275117	0	-0.058910387	0	-0.028870476	0.329515044	0	16.13401141	108.0185732	392.0069283	32.11273051
2017-03	14.41611391	0.270673879	7.430228243	4.967121447	1.322657509	0.344759906	0.767042304	0.63980266	2.02744211	0.280729766	0.666539269	0.367632529	0.494198102	0.239332633	0.465931811	0.497785668	0	0	0.216755673	-0.025408616	2.933067631	3.554669884	2.487215257	1.622043612	1.951927577	0	-0.013089734	0	-0.069972318	0	-0.03140874	0.507466768	0	16.51779503	105.1966452	387.0023518	30.33454645
2017-04	13.7839	0.256172014	7.166056701	4.895877044	1.236447614	0.322680839	0.69651135	0.626019079	1.919273142	0.258582303	0.684621038	0.360266731	0.473863892	0.20431134	0.467669415	0.502464532	0	0	0.226776297	-0.028870476	3.262865846	3.467168863	2.734839477	1.579936407	1.83185582	0	-0.007261096	0	-0.07852861	0	-0.033065002	0.597473985	0	17.05284439	104.0529771	404.0781859	31.04748987
2017-05	13.61922947	0.237996895	8.32498118	5.63383954	1.234129756	0.296356061	0.619103264	0.601093475	2.183535607	0.233477939	0.787202209	0.346432178	0.446085826	0.168705949	1.359879869	0.496626219	0	0	0.231259332	-0.03140874	5.714426922	3.779074567	2.803004486	2.230441195	1.787154121	0	-0.001870099	0	-0.0846587	0	-0.033894339	0.586531	0	16.63333192	100.0826162	405.2848728	30.70818914
2017-06	14.19864141	0.216879349	8.541513587	6.045328996	1.127361089	0.26673664	0.537053921	0.566638561	2.557701113	0.306214453	0.783781218	0.327052436	0.41216385	0.133286978	1.415671681	0.881439213	0	0	0.230668877	-0.033065002	5.646543353	3.824208209	2.968292904	2.13128668	1.63117951	0.1	0.0030192	0	-0.088482607	0	-0.033962855	0.664951694	0	16.86310406	99.94763916	408.3851936	31.48865471
2017-07	15.59613933	0.193535972	9.505562481	6.674762926	1.308722067	0.334744428	0.552468435	0.624296368	2.943296047	0.285553027	1.765026703	0.30306962	0.373390794	0.198744165	2.137570878	1.190142123	0	0	0.22552409	-0.033894339	5.472517273	4.268344323	3.137686622	4.699421883	1.55817877	0.108	0.007359185	0	-0.090154472	0	-0.033345262	0.642231284	0	17.31263691	105.247207	422.8477784	33.48130063
2017-08	14.96196467	0.168656213	10.28309524	6.727758205	1.205772506	0.409256549	0.475292128	0.683702467	2.831465566	0.361246683	2.012847105	0.275423693	0.331027229	0.17368075	2.184528738	1.2041719	0	0	0.2163833	-0.033962855	5.506443456	4.642699939	2.907387236	4.756755128	1.381314529	0.11304	0.011117988	0	-0.08985606	0	-0.032122523	0.60893829	0	16.69096374	103.8518739	415.5071492	33.24505594
2017-09	15.19196818	0.142891305	9.937212812	6.840898792	1.089002451	0.388132327	0.39632761	0.743493907	2.674188823	0.342146039	2.335628524	0.245033885	0.286279475	0.147650062	2.183100237	1.192715261	0	0	0.203828923	-0.033345262	5.586848151	4.426765994	2.641970044	4.713219946	1.194510421	0.1153152	0.014278551	0	-0.087790369	0	-0.030379608	0.566795829	0	16.9976386	105.4790367	420.23044	34.0275346
2017-10	15.69513198	0.116845062	9.867174374	7.225907345	1.162129352	0.76135788	0.617332991	0.802436324	2.979155977	0.61811254	2.439419231	0.21278238	0.240280907	0.121269441	2.738152582	1.358549981	0	0	0.188453405	-0.032122523	5.227475414	4.263890124	2.55025517	5.179773883	1.002496516	0.115056576	0.016837487	0	0.015824561	0	-0.028203392	0.717531698	0	17.23369321	103.6139024	413.9567928	35.1312147
2017-11	14.59407675	0.091066542	9.926796291	6.907896895	1.144700976	0.762033721	0.563891174	0.859435773	2.794043296	0.614120139	2.704042483	0.179500378	0.194076577	0.095101493	2.70293664	1.320630229	0	0	0.170846371	-0.030379608	4.799490442	4.472024039	2.45670668	5.916076949	0.90963407	0.112522683	0.018803779	0	0.028761506	0	-0.02568073	0.678843346	0	16.98146849	104.2030035	402.8513745	35.2619025
2017-12	14.65124552	0.066044543	11.24192009	8.023529552	1.126121419	0.747401303	0.504515715	0.913546562	2.771561017	0.598244575	2.74812256	0.145956569	0.14861115	0.06964831	3.41718356	1.260089848	0	0	0.151583113	-0.028203392	4.318314159	4.389904081	2.563378905	7.740428169	0.827865188	0.107991725	0.020197367	0	0.039829527	0	-0.022896719	0.630446962	0	17.39483688	110.4091345	396.6794706	39.41428347
2018-01	14.6096725	0.042203854	11.02069311	9.507128353	1.606877388	0.719284101	0.640987488	1.663975341	3.335895746	1.071991677	2.852832178	0.112848009	0.104720041	0.145347479	4.751662116	1.380401708	0	0	0.131214518	-0.02568073	3.798889221	4.288198038	2.78811633	8.827535704	0.75771589	0.101754029	0.021047648	0	0.048994155	0	-0.019933176	0.774281278	0	16.33897169	108.6464696	370.8911676	38.42314067
2018-02	13.86006333	0.019903156	10.80117496	10.05222471	1.527420213	0.679592937	0.790992334	1.866081735	3.137079087	1.076924235	2.830014191	0.080793345	0.063123643	0.130569782	4.737659575	1.301074348	0	0	0.110258493	-0.022896719	3.455428992	4.070898638	2.734617686	8.669381771	0.899427205	0.094105022	0.021391948	0	0.056262438	0	-0.016867323	0.928246536	0	16.08191358	108.8471419	359.3038716	36.84264934
2018-03	15.64821381	-0.000565535	11.80758513	11.64176693	1.625360351	0.63027903	0.750176849	1.850655855	2.995402512	1.059825052	2.672877718	0.05032828	0.024424412	0.114658459	5.130304096	1.203658237	0	0.2	0.0891929	-0.019933176	3.317206206	4.133911205	2.971776552	8.953655596	1.268978843	0.085338815	0.12127398	0	0.061678643	0	-0.013770708	0.988250338	0	16.22892301	108.2708041	344.6092277	35.90335416
2018-04	15.40458496	-0.018976047	11.25720258	12.05951959	1.520999269	0.573290934	0.898439375	1.999759446	2.727985544	1.223239286	2.577997339	0.021903157	-0.010893384	0.098045099	4.981078083	1.091910572	0	0.216	0.068450009	-0.016867323	3.106461575	3.907944292	3.025784001	9.050428927	1.276195741	0.075742453	0.128742328	0	0.065319655	0	-0.010708341	0.942488753	0	15.71665304	112.0666839	330.8318637	35.33992141
2018-05	14.1972273	-0.035165986	11.79671424	12.4743066	1.896654309	0.510535829	0.853906861	2.133957488	2.632750563	1.185847312	2.961045051	-0.004117518	-0.042461533	0.081132173	6.84715311	1.169499462	0	0.22608	0.048412406	-0.013770708	2.614662175	4.566415184	3.673875025	8.856516346	1.177167035	0.065590877	0.132888995	0	0.067290173	0	-0.007738044	0.882453551	0	16.38127701	115.4216422	322.1955988	34.62603351
2018-06	13.46666087	-0.049033612	11.44634044	13.09812877	1.896810759	0.543845517	0.796749461	2.152056577	2.334384068	1.128477588	3.06656709	-0.027453775	-0.070023637	0.464287896	6.709677572	1.055939474	0	0.2306304	0.029410316	-0.010708341	2.119749472	4.687710683	3.763679446	9.764864696	1.764497858	0.055142642	0.133963216	0	0.067717835	0	-0.004910016	0.810772798	0	16.63181304	118.8726717	315.7790484	36.07101372
2018-07	14.59981785	0.239466198	10.92207721	13.65760615	1.879015349	0.682947327	1.329372812	2.245304626	2.719166541	1.954275285	3.160205584	0.05209267	-0.093429057	0.579842289	6.551756036	1.332616695	0	0.230113152	0.011720228	-0.007738044	1.63193305	4.403122418	4.229229836	12.18708092	2.097805642	0.044636377	0.13225075	0	0.066748375	0	-0.00226659	0.730044665	0	16.7046592	123.3411449	309.3085721	36.07007565
2018-08	13.16766279	0.254326702	9.931798767	13.44798367	1.745419172	0.634480009	1.402146372	2.124321777	2.951087436	1.938407707	3.041276116	0.042642617	-0.112625354	0.592244397	6.198591533	1.234973861	0	0.225045366	-0.004435256	0.295089984	1.160259609	4.278930532	4.00364059	11.9233339	2.935826535	0.234288012	0.128064516	0	0.064540893	0	0.000157824	0.642788452	0	17.07612757	124.7359478	311.958972	35.64782986
2018-09	12.81536997	0.762614622	8.761912189	13.11036376	1.59027423	0.778169822	1.459599648	2.372950777	2.700794493	1.985358733	3.493414074	0.133284716	-0.127649515	0.991561406	5.95677165	1.222395832	0	0.215983451	-0.018886486	0.32173341	0.712548319	3.841579224	3.720537457	12.1874949	2.911328807	0.240288722	0.121735615	0	0.161263341	0	0.002336641	0.751402091	0	17.36892655	126.4165515	310.0651525	35.57485206
